reviewId,rating,reviewHeadline,reviewContent,reviewDate
Asus Zenfone 2 Deluxe,4 stars,Actual review after handling 48 hr,"1) Thanks flipkart, you were awesome in terms of delivering. Surprise in 2 days I got 2) This phone is overall good, but I am not sure they are not including headphone, is this missing or they don't provide. Please verify this 3)zenUI have worked really good in providing some best features. 4)Camera is not so bad, as in many review they mentioned. 5)As android have problem enabling everything like auto sync and blah blah. At first you need to configure those for getting a good battery backup. 6) Yes battery drains bit first, but on other hand it charge nearly 65 % in 20 min. 7)I feel this phone is bit bulky in hand, may be I was using iPhone 4, that was too small. 8)It handles multitasking very well. 9) Best part no need to worry about storage, it connects to otg, sd card. 10)using asus pclink, u can easily sync your mobile screen on PC, asus have provided their own apps which are really very useful. 11) I have notice this phone get heated up, when you do any long installation or running any game, which is a negative point. Overall 85/100... within this price range it is good. 6 users found this review helpful helpful?","31 Aug 2015,"
Asus Zenfone 2 Deluxe,5 stars,Awesome Mobile. Go for it with out thinking.,Ordered it for in a day delivery. Delivery was very good. Thanks to Flipkart. The Mobile is awesome. You cant find such a maestro at this range. Performed AnTuTu Benchmark and got 47166. It very great score. Performance wise best fit. Camera has no issues pics are so clear and lovable. 5 users found this review helpful helpful?,"03 Sep 2015,"
Celkon Q58 Explore,3 stars,mobile ok...but check and buy headphone,"mobile apps and speed ok, sometimes mobile going to more heat automatically and not possible to use moretimes. but accessories need to check and buy. 0 users found this review helpful helpful?","14 Jan 2016,"
Karbonn Titanium MachFive,5 stars,Jawbone Mach,Mast phone he bhai log Kharid sakte ho 1 users found this review helpful helpful?,"09 Dec 2015,"
Karbonn Titanium MachFive,4 stars,Ordered itReceived it Used it for a dayReviewed it.,"i was eagerly waiting for device to come in stock.And when it did...Ordered it-Received it- Used it for a day-Reviewed it. Lets not waste your time..... ---------------------------------------------------- +KEY FINDINGS ( PROS+CONS ) ---------------------------------------------------- Good to see IR blasters in such a cheap device. -Works pretty good as a usual remote controller. The entire handset is plastic built.The design is not top notch but still it looks and feels good in hands. Considering the price point i would say its more than what you pay for. The ear piece on the front has metallic protection.Sound quality through it is satisfactory. The front and back shooter are equipped with flash. The sound quality from the main speaker is good as seen in other quality phones.Its very loud and didn't notice muffling . The navigation buttons are well placed and are pretty responsive. -They are backlit display is bright and vibrant .Yes it is HD but the viewing angles are on the below average side.As said you could get better display at the same price point. Comes with lollipop installed so you are getting almost the latest from android as of now(5.0...not 5.1).The UI is decent as stock ones. Karbonn has done a great job in keeping the OS clean,without loading it with much of the unnecessary bloatware. Out of 16gb an approx. of 11 Gb is user available.And out of 2GB RAM 1.45 gb is free. which again is a good thing. It is well equipped with a decent version of mediatech CPU.which is a quad core one. It Handles the device well,didn't see any lag in normal usage or app switching and all. The glass on the front is very reflective and also fingerprint magnet.(tempered glass recommended) . both the camera seems to perform really good.The images are sharp and well saturated.Takes the pic real quick. Battery also is doing a decent job.No quick battery drain issues as of yet as i have noticed in some other devices in the same price range.I guess it will last a day and so for a normal user. didn't play much of the games expect temple run and some of the light games.As usual it did handle those really easily. no heating as of a normal usage nor when i payed light games.Will update about that later after playing some heavy ones. Surely,This device is not a beast in performance but considering the price and the specification it offers i guess its a great value for money.I have no regrets buying this device. will recommend to those who need decent camera with great selfie,decent day to day performance,good sound output, good battery life,least bloatware and comparatively decent after sales support. ----------------------- One Last Thing Just in case if you like my review then please click on the 'YES' button below. read more ? 507 users found this review helpful helpful?","08 Aug 2015,"
Karbonn Titanium MachFive,5 stars,Five Stars,Nice 100 users found this review helpful helpful?,"25 Apr 2016,"
Karbonn Titanium MachFive,1 stars,Biggest mistake to Buy a KARBONN mobile,"The phone provided to me was a defective piece. It was delivered to me on 21-01-2016. However on 14-Feb-2016 (Not even 1 month), the screen would not turn on. On 15-Feb-2016 the phone was submitted to Techno Care (Authorised Karbonn Service centre in Kolkata). Till date (11-04-2016) (almost 2 months) the only reply i get from service centre is "" Call the head office"", "" Our system does not show the exact status of the phone"". The head office says the phone is at the repairing centre the location of which for some reason they cannot disclose. Ive been told that multiple parts are not working and hence need those parts need to be replaced. If that does not work then the motherboard will have to be changed & currently their parts are out of stock. Worst customer service i have ever seen. Biggest mistake of my life to purchase a Karbonn product. Im not sure if Amazon is also to be blamed cause i have never had an issue with amazon untill i madel this purchase. 100 users found this review helpful helpful?","11 Apr 2016,"
Karbonn Titanium MachFive,4 stars,Four Stars,Best price best phone 100 users found this review helpful helpful?,"05 Apr 2016,"
Adcom X15 Boss,5 stars,Adcom X15,"eye-cathy colour which appeals in first sight of customer..In terms of performance, it is top-class.. 0 users found this review helpful helpful?","28 Oct 2015,"
Adcom X15 Boss,5 stars,Adcom X15 Boss,"It comes in vibrant colours..as far as its performance is concerned, it is awesome..Go and get it now fast... 0 users found this review helpful helpful?","26 Oct 2015,"
Adcom X15 Boss,5 stars,Adcom boss,in this price range this is the best phone all the features r working nice specialy call record 0 users found this review helpful helpful?,"09 Sep 2015,"
Adcom X16 Fun,5 stars,Adcom X16,Very useful phone as it contains commonly used apps built-in..very light weight phone..must to get it.. 0 users found this review helpful helpful?,"02 Nov 2015,"
Adcom X16 Fun,5 stars,Awsome mobile,I got impressed with its unique colour..it is one of its kind becasue of its performance and features... 0 users found this review helpful helpful?,"29 Oct 2015,"
Adcom X16 Fun,5 stars,superb product,"Superb product at this price range,No other phone can compete with this phone in terms of feature at the same price range. I am using this handset from quite some time and enjoying it to fullest. 0 users found this review helpful helpful?","26 Oct 2015,"
Adcom X16 Fun,5 stars,Adcom X16,"It's green color attracts me so much.. In addition, it's performance is marvellous..Great mobile set.. 0 users found this review helpful helpful?","12 Oct 2015,"
IBall Supremo 2.4D,5 stars,Five Stars,Super 1 users found this review helpful helpful?,"17 Feb 2016,"
IBall Supremo 2.4D,3 stars,Three Stars,Worth for the money 1 users found this review helpful helpful?,"22 Oct 2015,"
IBall Supremo 2.4D,5 stars,NICE PHONE,NICE PHONE 0 users found this review helpful helpful?,"19 Apr 2016,"
IBall Supremo 2.4D,3 stars,Good Product,good quality... 0 users found this review helpful helpful?,"18 Apr 2016,"
IBall Supremo 2.4D,3 stars,Good Product,Good phone no any problem 0 users found this review helpful helpful?,"18 Apr 2016,"
Forme K09,4 stars,Good worth mobile,"Value for money, so for purchased 2 mobiles same model, both are superb, you can purchase for simple us. 4 users found this review helpful helpful?","12 Aug 2015,"
Forme K09,4 stars,Nice Phone,After reading positive reviews in flipkart ordered one. My requirement was basic in low budget. it has no lags. Battery backup is also ample satisfactory. Apart from camera quality this is the best phone in this price range. Belief me you have invest atleast to get this kind of phone. I will recommend this phone to all my acquainted. 2 users found this review helpful helpful?,"03 Sep 2015,"
Forme K09,1 stars,One Star,not worth 1 users found this review helpful helpful?,"28 Mar 2016,"
Forme K09,1 stars,One Star,Not even worth for a single star 1 users found this review helpful helpful?,"27 Feb 2016,"
Forme K09,2 stars,Vibration,This phone have vibration? 1 users found this review helpful helpful?,"30 Dec 2015,"
Spice Boss M-5720,4 stars,Spice Boss M5720 Brown,VERY GOOD PRODUCT GOOD SERVICE LOW PRICE 0 users found this review helpful helpful?,"17 Nov 2015,"
Spice Boss M-5720,5 stars,Price,Best price. Quick deliver..secured packing. 0 users found this review helpful helpful?,"09 Oct 2015,"
Intex Aqua Trend,1 stars,Order a mango wait for it...... BOOM!! its a strawberry!,Wow. I ordered intex aqua trend but I got aqua strong 3G.! Great na? Well that is not all I return it (aqua strong) and again wait for days.. And guess what same aqua strong not trend. How hurting!! I will never again shop here. Thank you.. 69 users found this review helpful helpful?,"27 Apr 2016,"
Intex Aqua Trend,3 stars,My mobile is working good but its charger & data cable is not working,"My mobile is working good but its charger & data cable is not working, It is in till today in garentee piriod so that I want to replace please help me for it sent me contect the party 69 users found this review helpful helpful?","12 Apr 2016,"
Intex Aqua Trend,2 stars,Dragontail glass! Feel like throwing it away.,"May be the features of this stupid phone would be good because my sister uses it, whom i bought it for. BUT I am totally dissatisfied with this dragontail glass as it split when it fell from a height of just 3 ft pathetic and that too the very first time! My nokia asha with a corning gorilla glass never split despite of falling from a height of 6 ft that too about 3 or 4 times and i know there are nokia users that will swear by it. This phone's box doesn't even state free screen replacement so now I'm paying for it. Toooo dissatified with this product. 69 users found this review helpful helpful?","19 Feb 2016,"
